Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
199,Chad Beebe,MIN,26,WR,14,0,30,20,66.7%,201,10.1,2,12,50.0,40,6.7,1.4,14.4,2,BeebCh00
200,Quintez Cephus,DET,22,WR,13,2,35,20,57.1%,349,17.5,2,16,54.3,49,10.0,1.5,26.8,0,CephQu00
201,Devin Duvernay,BAL,23,WR,16,3,26,20,76.9%,201,10.1,0,8,46.2,39,7.7,1.3,12.6,0,DuveDe00
202,Kenny Golladay,DET,27,WR,5,5,32,20,62.5%,338,16.9,2,16,53.1,48,10.6,4.0,67.6,0,GollKe00
203,Deonte Harty,NOR,23,WR,9,2,25,20,80.0%,186,9.3,1,10,60.0,40,7.4,2.2,20.7,3,HarrDe07
204,Tyron Johnson,LAC,24,WR,12,0,26,20,76.9%,398,19.9,3,15,61.5,55,15.3,1.7,33.2,0,JohnTy03
205,Ray-Ray McCloud,PIT,24,WR,16,2,22,20,90.9%,77,3.9,0,3,40.9,13,3.5,1.3,4.8,2,McClRa00
206,Ian Thomas,CAR,24,TE,16,8,31,20,64.5%,145,7.3,1,11,51.6,21,4.7,1.3,9.1,1,ThomIa00
207,Chris Thompson,JAX,30,RB,8,0,23,20,87.0%,146,7.3,1,5,47.8,15,6.3,2.5,18.3,0,ThomCh03
208,Olamide Zaccheaus,ATL,23,WR,11,2,32,20,62.5%,274,13.7,1,16,56.3,51,8.6,1.8,24.9,0,ZaccOl01
209,Miles Boykin,BAL,24,WR,16,13,33,19,57.6%,266,14.0,4,14,48.5,43,8.1,1.2,16.6,0,BoykMi00
210,Tyler Conklin,MIN,25,TE,16,2,26,19,73.1%,194,10.2,1,11,61.5,30,7.5,1.2,12.1,1,ConkTy00
211,Ross Dwelley,SFO,25,TE,16,9,24,19,79.2%,245,12.9,1,10,62.5,36,10.2,1.2,15.3,0,DwelRo00
212,Derrick Henry*+,TEN,26,RB,16,16,31,19,61.3%,114,6.0,0,4,32.3,53,3.7,1.2,7.1,3,HenrDe00
213,Justin Jackson,LAC,24,RB,9,4,24,19,79.2%,173,9.1,0,7,50.0,34,7.2,2.1,19.2,0,JackJu01
214,Van Jefferson,LAR,24,WR,16,0,31,19,61.3%,220,11.6,1,11,54.8,31,7.1,1.2,13.8,1,JeffVa00
215,Kerryon Johnson,DET,23,RB,16,2,26,19,73.1%,187,9.8,1,11,46.2,20,7.2,1.2,11.7,1,JohnKe06
216,Kyle Juszczyk*,SFO,29,FB,16,15,29,19,65.5%,202,10.6,4,10,58.6,41,7.0,1.2,12.6,1,JuszKy00
217,Dion Lewis,NYG,30,RB,16,0,30,19,63.3%,127,6.7,1,8,36.7,17,4.2,1.2,7.9,3,LewiDi00
218,David Njoku,CLE,24,TE,13,5,29,19,65.5%,213,11.2,2,13,58.6,28,7.3,1.5,16.4,0,NjokDa00
219,Jalen Richard,LVR,27,RB,13,0,23,19,82.6%,138,7.3,0,5,43.5,19,6.0,1.5,10.6,1,RichJa01
220,J.K. Dobbins,BAL,22,RB,15,1,24,18,75.0%,120,6.7,0,4,37.5,19,5.0,1.2,8.0,2,DobbJK00
