"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"David Johnson",FA,"RB1","1","4","1.2","0.5","0"
"2",1,"Le'Veon Bell",FA,"RB2","1","3","1.9","0.4","0"
"3",1,"Antonio Brown",FA,"WR1","1","4","3.0","0.3","0"
"4",2,"Julio Jones",PHI,"WR2","3","13","5.6","1.7","0"
"5",2,"Odell Beckham Jr.",BAL,"WR3","4","13","5.7","1.5","0"
"6",2,"LeSean McCoy",FA,"RB3","4","46","7.6","5.5","0"
"7",2,"A.J. Green",FA,"WR4","5","14","8.4","2.5","+1"
"8",2,"Mike Evans",TB,"WR5","4","16","8.8","2.9","-1"
"9",2,"Melvin Gordon III",BAL,"RB4","4","23","9.5","3.5","+1"
"10",2,"Devonta Freeman",FA,"RB5","4","27","9.5","3.4","-1"
"11",2,"Jordy Nelson",FA,"WR6","6","16","10.6","2.7","0"
"12",3,"Jay Ajayi",FA,"RB6","4","34","13.7","4.8","+3"
"13",3,"DeMarco Murray",FA,"RB7","8","54","15.1","6.7","+1"
"14",3,"Michael Thomas",NO,"WR7","7","19","12.9","2.4","-2"
"15",3,"Dez Bryant",FA,"WR8","10","30","18.4","4.0","+6"
"16",3,"Jordan Howard",FA,"RB8","9","42","18.6","7.4","-3"
"17",3,"Doug Baldwin",FA,"WR9","12","31","18.9","3.2","+6"
"18",3,"Amari Cooper",CLE,"WR10","11","29","19.4","3.4","-1"
"19",3,"Brandin Cooks",DAL,"WR11","12","43","20.2","5.5","0"
"20",3,"Todd Gurley II",FA,"RB9","9","60","21.4","8.8","-2"
"21",3,"Rob Gronkowski",FA,"TE1","12","50","21.9","5.7","-1"
"22",4,"Demaryius Thomas",FA,"WR12","18","47","25.1","5.7","+6"
"23",4,"DeAndre Hopkins",TEN,"WR13","14","47","26.8","6.7","+4"
"24",4,"T.Y. Hilton",FA,"WR14","7","48","27.0","7.6","+1"
"25",4,"Ezekiel Elliott",NE,"RB10","4","110","28.4","19.1","-9"
"26",4,"Keenan Allen",LAC,"WR15","14","59","29.8","7.5","+5"
"27",4,"Isaiah Crowell",FA,"RB11","12","53","31.5","9.1","+6"
