"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Josh Allen","BUF","1","43","34","16","3","61.3","169","0","8.9","2","0","0","0","4","0","0","0","0","0","8","45","0","0","3","0","0","0","0","0","0","0","0","19.3","0.45"
"Mason Rudolph","PIT","1","38","36","20","1","61.8","251","0","13.1","2","1","0","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","17","0.45"
"Baker Mayfield","CLV","1","37","31","20","1","70","194","0","8.1","1","0","0","1","5","0","0","0","0","0","1","18","0","0","0","0","0","0","0","0","0","0","0","12.6","0.34"
"Dwayne Haskins","WAS","1","7","5","3","0","60","33","0","3.6","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.04"
"Gardner Minshew","JAX","1","40","34","22","2","75","279","0","7.4","3","1","1","0","2","5","2","0","14.7","5.9","8","28","0","0","1","0","0","0","0","0","0","0","0","26","0.65"
"Daniel Jones","NYG","1","45","41","28","1","80.6","322","1","8.3","4","0","0","0","3","3","0","0","7.3","0","4","13","0","0","2","0","0","0","0","0","0","0","1","30.2","0.67"
"Kyler Murray","ARZ","1","36","33","19","2","70","220","0","7.8","0","0","0","0","3","1","0","0","3","0","2","13","0","0","1","1","0","50","0","0","0","0","0","10.1","0.28"
"Sam Darnold","NYJ","1","38","30","21","2","82.1","218","0","7.4","2","0","0","3","8","1","1","0","3.3","3.3","1","-1","0","0","1","0","0","0","0","0","0","1","1","13.6","0.36"
"Kyle Allen","CAR","1","44","37","19","2","58.3","158","0","9.8","0","0","0","3","7","1","0","0","2.7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3.3","0.07"
"Nick Mullens","SF","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","3","-3","0","0","0","0","0","0","0","0","0","0","0","-0.3",""
"Taysom Hill","NO","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Deshaun Watson","HST","1","46","39","27","4","86.1","279","0","7.1","3","0","0","0","3","3","2","0","7.7","5.1","10","46","0","0","0","1","0","10","0","0","0","0","0","27.8","0.6"
"Mitch Trubisky","CHI","1","42","35","23","0","71.9","253","0","8.7","0","0","0","1","4","2","0","0","5.7","0","4","10","0","0","1","1","0","25","0","0","0","0","0","10.1","0.24"
"Jacoby Brissett","IND","1","34","25","15","0","71.4","202","0","8.3","0","0","0","0","4","0","0","0","0","0","6","34","0","0","1","0","0","0","0","0","0","0","0","11.5","0.34"
"Carson Wentz","PHI","1","31","24","17","0","73.9","172","0","5.3","1","0","0","0","3","1","1","0","4.2","4.2","8","35","0","0","1","2","0","25","0","0","0","0","0","14.4","0.46"
"Jared Goff","LA","1","31","31","17","1","64.3","372","1","11.1","2","1","1","0","0","2","0","0","6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.9","0.74"
"Brett Hundley","ARZ","1","2","1","0","0","0","0","0","38","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jameis Winston","TB","1","52","43","21","4","69.4","301","1","12","2","0","0","2","3","5","2","0","11.6","4.7","8","53","0","0","2","0","0","0","0","0","0","1","2","23.3","0.45"
"Jimmy Garoppolo","SF","1","26","22","18","0","81.8","175","0","5.4","2","0","0","1","3","1","1","0","4.5","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0.54"
"Derek Carr","OAK","1","30","30","18","1","65.5","285","0","9","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.4","0.78"
"Teddy Bridgewater","NO","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","-2","0","0","0","2","0","100","0","0","0","0","0","-0.2",""
"Case Keenum","WAS","1","18","16","12","0","75","130","0","8","0","0","0","0","2","2","0","0","12.5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5.2","0.29"
"Kirk Cousins","MIN","1","30","26","23","1","100","285","0","4","0","0","0","0","3","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","11.6","0.39"
"Russell Wilson","SEA","1","24","20","14","1","75","182","0","11.1","2","0","0","0","2","4","2","0","20","10","4","4","0","0","0","0","0","0","0","0","0","0","0","15.7","0.65"
"Ryan Tannehill","TEN","1","36","33","21","0","63.6","193","0","10.5","3","0","0","0","3","5","2","0","15.2","6.1","4","-3","0","0","1","0","0","0","0","0","0","0","0","19.4","0.54"
"Andy Dalton","CIN","1","58","52","32","1","70.2","329","1","9.7","1","0","0","0","5","6","1","0","11.5","1.9","1","4","0","0","0","0","0","0","0","0","0","0","0","17.6","0.3"
"Matthew Stafford","DET","1","36","32","25","1","83.9","342","1","12.1","3","2","0","1","4","1","1","0","3.1","3.1","2","-3","0","0","0","0","0","0","0","0","0","0","0","24.4","0.68"
"Joe Flacco","DEN","1","36","32","20","2","81.5","174","0","6.2","0","0","0","0","3","2","0","0","6.3","0","1","9","0","0","1","0","0","0","0","0","0","0","0","7.9","0.22"
"Matt Moore","KC","1","39","36","24","2","76.5","267","0","6.4","2","0","0","0","2","2","0","0","5.6","0","1","3","0","0","0","0","0","0","0","0","0","0","0","19","0.49"
"Ryan Fitzpatrick","MIA","1","42","34","21","2","71.9","190","0","8","2","0","0","2","4","0","0","0","0","0","5","17","0","0","2","0","0","0","0","0","0","0","0","15.3","0.36"
"Aaron Rodgers","GB","1","41","33","23","1","80","305","1","8","3","1","1","0","5","3","1","0","9.1","3","6","29","0","0","0","1","0","16.7","0","0","0","0","0","27.1","0.66"
"Matt Schaub","ATL","1","54","52","39","0","81.3","460","1","7.2","1","0","0","1","2","2","1","0","3.8","1.9","0","0","0","0","1","0","0","0","0","0","0","1","2","21.4","0.4"
"Philip Rivers","LAC","1","30","29","19","4","82.1","201","0","9.4","1","0","0","1","1","2","0","0","6.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0.37"
"Drew Brees","NO","1","43","43","34","1","85.4","373","1","5.6","3","0","0","1","0","2","1","0","4.7","2.3","0","0","0","0","0","0","0","0","0","0","0","0","0","25.9","0.6"
"Tom Brady","NE","1","39","36","20","2","71","259","0","7.1","2","0","0","0","3","1","0","0","2.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.4","0.47"
