"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Josh Allen","BUF","1","41","36","23","3","78.8","243","0","9","1","0","0","1","1","2","1","0","5.6","2.8","9","46","0","0","2","3","0","33.3","0","0","0","1","1","17.3","0.42"
"Luke Falk","NYJ","1","28","22","12","0","63.2","98","0","7.2","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9","0.1"
"Mason Rudolph","PIT","1","33","27","14","2","66.7","174","0","6.8","2","1","1","1","2","1","0","0","3.7","0","4","15","0","0","1","1","0","25","0","0","0","0","0","15.5","0.47"
"Baker Mayfield","CLV","1","39","36","18","1","61.3","195","0","8.7","1","0","0","1","3","6","1","1","16.7","2.8","1","-1","0","0","1","0","0","0","0","0","0","0","0","10.7","0.27"
"Lamar Jackson","BLT","1","50","43","22","2","61.5","267","0","12.3","0","0","0","0","3","7","0","0","16.3","0","8","46","1","0","0","3","1","37.5","0","0","0","0","3","21.3","0.43"
"Gardner Minshew","JAX","1","33","30","20","2","73.3","204","0","7.3","2","0","0","0","0","4","2","0","13.3","6.7","4","18","0","0","0","0","0","0","0","0","0","0","0","18","0.55"
"Daniel Jones","NYG","1","45","36","23","2","71.4","336","1","10.2","2","1","1","0","5","2","1","0","5.6","2.8","4","28","2","0","2","2","2","50","0","0","0","1","1","36.2","0.8"
"Kyler Murray","ARZ","1","55","43","30","2","76.2","173","0","5","2","0","0","2","8","0","0","0","0","0","8","69","0","0","0","2","0","25","0","0","0","0","0","19.8","0.36"
"Josh Rosen","MIA","1","45","39","18","3","60","200","0","10.2","0","0","0","0","3","1","0","0","2.6","0","3","13","0","0","0","0","0","0","0","0","0","0","0","9.3","0.21"
"Kyle Allen","CAR","1","29","26","19","2","84","261","0","9.4","4","1","1","0","2","3","2","0","11.5","7.7","3","-1","0","0","2","0","0","0","0","0","0","0","0","26.3","0.91"
"Jarrett Stidham","NE","1","4","3","2","0","66.7","14","0","4.7","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.4","-0.1"
"Taysom Hill","NO","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0.5",""
"Deshaun Watson","HST","1","41","34","25","1","76.5","351","1","8.8","3","1","1","0","2","2","2","0","5.9","5.9","7","18","0","0","2","0","0","0","0","0","0","0","0","27.8","0.68"
"Patrick Mahomes","KC","1","39","37","27","1","82.4","374","1","9.1","3","1","1","0","1","1","1","0","2.7","2.7","4","9","0","0","2","0","0","0","0","0","0","0","0","27.9","0.72"
"Mitch Trubisky","CHI","1","34","31","25","2","87.1","231","0","5.5","3","0","0","1","3","4","3","1","12.9","9.7","1","2","0","0","0","0","0","0","0","0","0","0","0","20.4","0.6"
"Dak Prescott","DAL","1","34","32","19","2","67.7","246","0","13.5","2","0","0","1","1","5","2","0","15.6","6.3","2","7","1","0","0","1","1","50","0","0","0","0","0","23.5","0.69"
"Jacoby Brissett","IND","1","39","37","28","0","77.8","310","1","6.3","2","0","0","0","1","4","2","0","10.8","5.4","3","4","0","0","0","2","0","66.7","0","0","0","0","0","20.8","0.53"
"Carson Wentz","PHI","1","42","36","19","5","72.7","259","0","11.3","2","0","0","0","3","3","0","0","8.3","0","4","33","0","0","0","1","0","25","0","0","0","0","0","21.7","0.52"
"Jared Goff","LA","1","42","38","24","3","75","268","0","10.4","2","0","0","2","2","1","1","0","2.6","2.6","4","14","0","0","1","1","0","25","1","0","25","0","0","18.1","0.43"
"Sean Mannion","MIN","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","-0.2",""
"Marcus Mariota","TEN","1","53","40","23","2","65.8","304","1","11.1","0","0","0","0","9","3","0","0","7.5","0","6","34","0","0","1","1","0","16.7","0","0","0","0","0","15.6","0.29"
"Jameis Winston","TB","1","43","37","23","0","67.6","380","1","13.4","3","0","0","1","4","5","1","0","13.5","2.7","4","3","0","0","0","2","0","50","0","0","0","0","0","26.5","0.62"
