"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Saquon Barkley",NYG,"RB1","1","8","1.9","1.2","0"
"2",1,"Christian McCaffrey",SF,"RB2","1","13","2.7","1.6","0"
"3",1,"Alvin Kamara",NO,"RB3","1","8","3.3","1.5","0"
"4",1,"Ezekiel Elliott",NE,"RB4","1","38","4.5","5.4","0"
"5",1,"Davante Adams",LV,"WR1","4","17","5.9","2.6","+3"
"6",2,"DeAndre Hopkins",TEN,"WR2","4","17","6.3","1.8","-1"
"7",2,"Julio Jones",PHI,"WR3","4","19","8.9","2.9","+3"
"8",2,"David Johnson",FA,"RB5","1","32","10.0","4.4","-2"
"9",2,"Travis Kelce",KC,"TE1","8","25","10.1","2.8","+6"
"10",2,"Michael Thomas",NO,"WR4","4","19","10.3","2.9","+1"
"11",2,"JuJu Smith-Schuster",NE,"WR5","4","24","11.8","4.0","+3"
"12",2,"Odell Beckham Jr.",BAL,"WR6","4","22","11.9","4.0","0"
"13",3,"James Conner",ARI,"RB6","3","33","13.3","4.6","-4"
"14",3,"Le'Veon Bell",FA,"RB7","5","29","14.6","4.7","-7"
"15",3,"Tyreek Hill",MIA,"WR7","6","43","16.4","5.3","+1"
"16",3,"Dalvin Cook",NYJ,"RB8","8","41","16.9","5.5","+2"
"17",3,"Nick Chubb",CLE,"RB9","5","51","17.0","5.9","0"
"18",3,"Mike Evans",TB,"WR8","10","28","18.6","3.6","+4"
"19",3,"Joe Mixon",CIN,"RB10","7","37","19.4","5.6","0"
"20",3,"Keenan Allen",LAC,"WR9","11","32","20.1","4.0","+4"
"21",3,"Todd Gurley II",FA,"RB11","8","41","20.9","7.5","-8"
"22",4,"Adam Thielen",CAR,"WR10","11","44","24.4","5.1","+1"
"23",4,"Stefon Diggs",BUF,"WR11","17","53","27.1","5.7","+8"
"24",4,"Kerryon Johnson",FA,"RB12","15","55","28.0","7.4","+4"
"25",4,"George Kittle",SF,"TE2","9","52","28.1","7.6","+1"
"26",4,"Amari Cooper",CLE,"WR12","17","54","29.3","6.8","+4"
"27",4,"Leonard Fournette",BUF,"RB13","14","51","29.4","7.6","-2"
"28",4,"Aaron Jones",GB,"RB14","14","54","31.2","7.7","+4"
"29",4,"Zach Ertz",ARI,"TE3","20","52","32.5","7.0","-2"
"30",4,"Devonta Freeman",FA,"RB15","15","64","33.0","8.8","-1"
"31",4,"Brandin Cooks",DAL,"WR13","22","66","33.1","7.0","+7"
"32",4,"Julian Edelman",FA,"WR14","18","63","33.3","8.5","+3"
"33",4,"Robert Woods",HOU,"WR15","22","58","35.0","7.8","+7"
"34",4,"Chris Carson",FA,"RB16","19","70","37.0","9.9","+2"
"35",4,"Chris Godwin",TB,"WR16","17","78","37.4","9.6","+12"
"36",5,"Josh Jacobs",LV,"RB17","20","90","38.4","9.6","-3"
"37",5,"Patrick Mahomes II",KC,"QB1","24","62","39.7","8.7","-17"
"38",5,"Antonio Brown",FA,"WR17","11","139","41.6","26.7","-17"
"39",5,"Tyler Lockett",SEA,"WR18","22","88","43.1","12.1","+9"
"40",5,"Kenny Golladay",FA,"WR19","24","94","43.2","10.3","+4"
"41",5,"Damien Williams",FA,"RB18","19","102","44.6","15.0","-7"
"42",5,"T.Y. Hilton",FA,"WR20","17","93","44.9","13.8","-3"
"43",5,"David Montgomery",DET,"RB19","16","82","45.1","13.0","+3"
"44",5,"Marlon Mack",ARI,"RB20","23","79","46.6","12.2","-3"
"45",5,"Derrick Henry",TEN,"RB21","22","75","47.7","9.4","-8"
"46",5,"Tyler Boyd",CIN,"WR21","27","109","49.1","10.5","+8"
"47",5,"Mark Ingram II",FA,"RB22","23","81","49.3","11.8","-2"
"48",5,"Sony Michel",FA,"RB23","29","91","50.0","10.7","+1"
"49",5,"Cooper Kupp",LAR,"WR22","27","88","50.1","11.1","+1"
"50",5,"Evan Engram",JAC,"TE4","25","92","52.3","10.4","+5"
"51",5,"O.J. Howard",FA,"TE5","25","120","53.1","12.5","+5"
"52",5,"James White",FA,"RB24","20","91","53.2","14.2","0"
"53",6,"Deshaun Watson",CLE,"QB2","36","84","56.4","9.2","-10"
"54",6,"Calvin Ridley",JAC,"WR23","31","100","57.0","11.8","+3"
"55",6,"DJ Moore",CHI,"WR24","28","134","57.5","14.5","+7"
"56",6,"Allen Robinson II",PIT,"WR25","30","109","59.6","15.1","+14"
"57",6,"Phillip Lindsay",FA,"RB25","37","102","60.1","12.9","-4"
"58",6,"Alshon Jeffery",FA,"WR26","39","101","60.3","12.2","+7"
"59",6,"Duke Johnson Jr.",FA,"RB26","23","162","61.2","23.4","+15"
"60",6,"Hunter Henry",NE,"TE6","34","143","62.5","16.3","+1"
"61",6,"Tevin Coleman",FA,"RB27","33","93","62.6","11.7","+6"
"62",6,"Jarvis Landry",FA,"WR27","31","126","63.6","15.6","+1"
"63",6,"Aaron Rodgers",NYJ,"QB3","36","123","65.4","11.7","-12"
"64",6,"Mike Williams",LAC,"WR28","32","101","65.8","14.3","-5"
"65",6,"Austin Ekeler",LAC,"RB28","29","129","66.5","16.9","+3"
"66",6,"Miles Sanders",CAR,"RB29","38","192","66.5","19.1","+5"
"67",6,"Tarik Cohen",CAR,"RB30","21","132","67.8","14.4","-1"
"68",6,"Melvin Gordon III",BAL,"RB31","8","197","68.4","29.1","-26"
"69",6,"Kenyan Drake",CLE,"RB32","23","127","69.9","16.2","+4"
"70",6,"Robbie Chosen",MIA,"WR29","49","130","72.9","13.6","+5"
"71",6,"Dede Westbrook",FA,"WR30","27","130","73.0","20.2","+12"
"72",6,"Derrius Guice",FA,"RB33","23","134","74.2","18.5","+5"
"73",6,"Latavius Murray",BUF,"RB34","42","114","76.2","12.6","+17"
"74",7,"Baker Mayfield",TB,"QB4","50","125","78.2","14.0","-16"
"75",7,"A.J. Green",FA,"WR31","27","137","77.8","21.5","-15"
"76",7,"Christian Kirk",JAC,"WR32","46","133","80.0","16.6","+12"
"77",7,"Matt Ryan",FA,"QB5","45","143","80.5","15.6","-13"
"78",7,"Sammy Watkins",FA,"WR33","44","137","83.6","16.1","+3"
"79",7,"Matt Breida",NYG,"RB35","46","194","83.8","22.9","+25"
"80",7,"Jared Cook",FA,"TE7","42","144","85.4","20.2","-11"
"81",7,"Corey Davis",FA,"WR34","49","156","86.0","16.8","+10"
